target_date,reason,missing_feature_columns,diagnostic_values
2021-10-23,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 28.2}"
2021-10-24,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 20.5}"
2021-10-25,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 22.7}"
2021-10-26,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.6}"
2021-10-27,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.5}"
2021-10-28,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 28.3}"
2021-10-29,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.0}"
2021-10-30,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 28.0}"
2021-10-31,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.7}"
2021-11-01,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.2}"
2021-11-02,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.1}"
2021-11-03,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.6}"
2021-11-04,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.9}"
2021-11-05,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.4}"
2021-11-06,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.9}"
2021-11-07,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.8}"
2021-11-08,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.2}"
2021-11-09,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.0}"
2021-11-10,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.3}"
2021-11-11,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 23.0}"
2021-11-12,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 24.7}"
2021-11-13,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.0}"
2021-11-14,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.7}"
2021-11-15,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.4}"
2021-11-16,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 24.7}"
2021-11-17,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.5}"
2021-11-18,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.3}"
2021-11-19,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.5}"
2021-11-20,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.8}"
2021-11-21,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.7}"
2021-11-22,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.1}"
2021-11-23,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 25.6}"
2021-11-24,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 23.3}"
2021-11-25,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 17.4}"
2021-11-26,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 22.1}"
2021-11-27,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 23.7}"
2021-11-28,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 24.8}"
2021-11-29,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 24.3}"
